ID,Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15,Dados consolidados,Fonte da descrição
CH-0371,Irmãos Valença,Personagem,,,,"Os Irmãos Valença, João e Raul Valença, foram compositores pernambucanos ligados à música popular e ao carnaval. Sua produção ajudou a consolidar repertórios associados ao frevo, à canção urbana e à identidade musical do Recife. A memória dos irmãos se relaciona à cultura carnavalesca, aos clubes, às ruas e aos espaços de sociabilidade da cidade. conectam música, carnaval, literatura oral e patrimônio imaterial pernambucano.",Sítio do Valença,,,,,,,,,,,,,,,"CH-0371 — Irmãos Valença
Classificação: Personagem
Descrição: Os Irmãos Valença, João e Raul Valença, foram compositores pernambucanos ligados à música popular e ao carnaval. Sua produção ajudou a consolidar repertórios associados ao frevo, à canção urbana e à identidade musical do Recife. A memória dos irmãos se relaciona à cultura carnavalesca, aos clubes, às ruas e aos espaços de sociabilidade da cidade. conectam música, carnaval, literatura oral e patrimônio imaterial pernambucano.
Interconexões: Sítio do Valença",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0372,Santa Cruz Futebol Clube,Local,Clube,Arruda,,"Santa Cruz Futebol Clube é um clube localizado em Arruda, no Recife/Pernambuco. O registro se relaciona à cultura popular, à sociabilidade de bairro e às manifestações festivas que marcam a identidade de Pernambuco. aparece associado a Sport Clube do Recife e Clube Nautico Capibaribe, mostrando como clubes, agremiações e espaços coletivos conectam música, carnaval, esporte, lazer e memória comunitária. Santa Cruz Futebol Clube ajuda a revelar a cidade como rede viva de encontros e tradições.",Sport Club do Recife,Clube Náutico Capibaribe,,,,,,,,,,,,,,"CH-0372 — Santa Cruz Futebol Clube
Classificação: Local / Clube / Arruda
Descrição: Santa Cruz Futebol Clube é um clube localizado em Arruda, no Recife/Pernambuco. O registro se relaciona à cultura popular, à sociabilidade de bairro e às manifestações festivas que marcam a identidade de Pernambuco. aparece associado a Sport Clube do Recife e Clube Nautico Capibaribe, mostrando como clubes, agremiações e espaços coletivos conectam música, carnaval, esporte, lazer e memória comunitária. Santa Cruz Futebol Clube ajuda a revelar a cidade como rede viva de encontros e tradições.
Interconexões: Sport Club do Recife; Clube Náutico Capibaribe",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0373,Parque de Dois Irmãos,Local,Parque,Dois Irmãos,,"Parque de Dois Irmãos é um parque localizado em Dois Irmãos, no Recife/Pernambuco. Relaciona-se a UFRPE e Jardim Botânico, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Parque de Dois Irmãos funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",UFRPE,Jardim Botânico,,,,,,,,,,,,,,"CH-0373 — Parque de Dois Irmãos
Classificação: Local / Parque / Dois Irmãos
Descrição: Parque de Dois Irmãos é um parque localizado em Dois Irmãos, no Recife/Pernambuco. Relaciona-se a UFRPE e Jardim Botânico, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Parque de Dois Irmãos funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: UFRPE; Jardim Botânico",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0374,Jardim Botânico,Local,Parque,Dois Irmãos,,"Jardim Botânico é um parque localizado em Dois Irmãos, no Recife/Pernambuco. Relaciona-se a UFRPE e Parque de Dois Irmãos, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Jardim Botânico funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",UFRPE,Parque de Dois Irmãos,,,,,,,,,,,,,,"CH-0374 — Jardim Botânico
Classificação: Local / Parque / Dois Irmãos
Descrição: Jardim Botânico é um parque localizado em Dois Irmãos, no Recife/Pernambuco. Relaciona-se a UFRPE e Parque de Dois Irmãos, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Jardim Botânico funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: UFRPE; Parque de Dois Irmãos",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0375,Celso Furtado,Personagem,,,,"Celso Furtado foi economista brasileiro de projeção internacional e uma das principais referências do pensamento sobre desenvolvimento regional. Embora nascido na Paraíba, sua atuação se relaciona profundamente ao Nordeste e à criação da Sudene, instituição fundamental para políticas de planejamento e combate às desigualdades regionais. conecta-se à Sudene e à história econômica de Pernambuco, permitindo compreender a relação entre desenvolvimento, Estado, industrialização e questão regional.",Sudene,,,,,,,,,,,,,,,"CH-0375 — Celso Furtado
Classificação: Personagem
Descrição: Celso Furtado foi economista brasileiro de projeção internacional e uma das principais referências do pensamento sobre desenvolvimento regional. Embora nascido na Paraíba, sua atuação se relaciona profundamente ao Nordeste e à criação da Sudene, instituição fundamental para políticas de planejamento e combate às desigualdades regionais. conecta-se à Sudene e à história econômica de Pernambuco, permitindo compreender a relação entre desenvolvimento, Estado, industrialização e questão regional.
Interconexões: Sudene",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0376,Geraldo Julio,Personagem,,,,"Geraldo Julio é político pernambucano que foi prefeito do Recife e atuou em gestões públicas ligadas ao governo estadual e municipal. Sua presença na base representa a camada mais contemporânea da história urbana, relacionada a políticas públicas, planejamento, obras e administração da cidade. o registro aproxima política recente, gestão municipal e transformações urbanas, mostrando que as conexões históricas do Recife continuam sendo produzidas no presente.",Via Mangue,Prefeitura do Recife,,,,,,,,,,,,,,"CH-0376 — Geraldo Julio
Classificação: Personagem
Descrição: Geraldo Julio é político pernambucano que foi prefeito do Recife e atuou em gestões públicas ligadas ao governo estadual e municipal. Sua presença na base representa a camada mais contemporânea da história urbana, relacionada a políticas públicas, planejamento, obras e administração da cidade. o registro aproxima política recente, gestão municipal e transformações urbanas, mostrando que as conexões históricas do Recife continuam sendo produzidas no presente.
Interconexões: Via Mangue; Prefeitura do Recife",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0377,Avenida Nossa Senhora do Carmo,Local,Logradouro,São José,,"Avenida Nossa Senhora do Carmo é um logradouro localizado em São José, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Augusto Lucena e Praça do Carmo, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.",Augusto Lucena,Praça do Carmo,,,,,,,,,,,,,,"CH-0377 — Avenida Nossa Senhora do Carmo
Classificação: Local / Logradouro / São José
Descrição: Avenida Nossa Senhora do Carmo é um logradouro localizado em São José, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Augusto Lucena e Praça do Carmo, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.
Interconexões: Augusto Lucena; Praça do Carmo",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0378,Avenida Abdias de Carvalho,Local,Logradouro,Cordeiro,,"Avenida Abdias de Carvalho é um logradouro localizado em Cordeiro, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Augusto Lucena e Abdias de Carvalho, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.",Augusto Lucena,Abdias de Carvalho,,,,,,,,,,,,,,"CH-0378 — Avenida Abdias de Carvalho
Classificação: Local / Logradouro / Cordeiro
Descrição: Avenida Abdias de Carvalho é um logradouro localizado em Cordeiro, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Augusto Lucena e Abdias de Carvalho, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.
Interconexões: Augusto Lucena; Abdias de Carvalho",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0379,Abdias de Carvalho,Personagem,,,,"Abdias de Carvalho é uma referência ligada à memória urbana do Recife, especialmente pela avenida que leva seu nome e articula bairros importantes da cidade. A presença do personagem na base mostra como nomes próprios passam a estruturar a experiência cotidiana de circulação, localização e identidade urbana. conecta-se à Avenida Abdias de Carvalho, permitindo relacionar biografia, homenagem pública, mobilidade e expansão viária da cidade.",Avenida Abdias de Carvalho,,,,,,,,,,,,,,,"CH-0379 — Abdias de Carvalho
Classificação: Personagem
Descrição: Abdias de Carvalho é uma referência ligada à memória urbana do Recife, especialmente pela avenida que leva seu nome e articula bairros importantes da cidade. A presença do personagem na base mostra como nomes próprios passam a estruturar a experiência cotidiana de circulação, localização e identidade urbana. conecta-se à Avenida Abdias de Carvalho, permitindo relacionar biografia, homenagem pública, mobilidade e expansão viária da cidade.
Interconexões: Avenida Abdias de Carvalho",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0380,Faculdade de Direito do Recife,Local,Universidade,Boa Vista,,"A Faculdade de Direito do Recife é uma das instituições de ensino jurídico mais antigas e influentes do Brasil. Criada no século XIX, tornou-se centro de formação de juristas, políticos, escritores, jornalistas e intelectuais que marcaram a história brasileira. Sua presença consolidou o Recife como polo de debate jurídico, literário e político, especialmente por meio da chamada Escola do Recife. conecta-se a personagens como Joaquim Nabuco, Tobias Barreto, Castro Alves, Barbosa Lima Sobrinho e Álvaro Lins, formando um eixo intelectual fundamental.",Augusto Lucena,Barbosa Lima Sobrinho,Joaquim Nabuco,Mário Souto Maior,Manuel Correia de Andrade,Álvaro Lins,,,,,,,,,,"CH-0380 — Faculdade de Direito do Recife
Classificação: Local / Universidade / Boa Vista
Descrição: A Faculdade de Direito do Recife é uma das instituições de ensino jurídico mais antigas e influentes do Brasil. Criada no século XIX, tornou-se centro de formação de juristas, políticos, escritores, jornalistas e intelectuais que marcaram a história brasileira. Sua presença consolidou o Recife como polo de debate jurídico, literário e político, especialmente por meio da chamada Escola do Recife. conecta-se a personagens como Joaquim Nabuco, Tobias Barreto, Castro Alves, Barbosa Lima Sobrinho e Álvaro Lins, formando um eixo intelectual fundamental.
Interconexões: Augusto Lucena; Barbosa Lima Sobrinho; Joaquim Nabuco; Mário Souto Maior; Manuel Correia de Andrade; Álvaro Lins",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0381,Batalha dos Guararapes,Fato Histórico,Batalha,,,"As Batalhas dos Guararapes, travadas em 1648 e 1649 nos Montes Guararapes, foram confrontos decisivos da Insurreição Pernambucana contra o domínio holandês. Reuniram forças luso-brasileiras compostas por diferentes grupos sociais e étnicos, incluindo indígenas, negros e brancos. As vitórias fortaleceram o processo de expulsão dos holandeses e se tornaram parte da memória militar brasileira. conectam-se à Invasão Holandesa, ao Monte dos Guararapes, a Vidal de Negreiros, Henrique Dias, Felipe Camarão e Fernandes Vieira, formando um eixo central da Restauração Pernambucana.",Painel da Batalha dos Guararapes,Mural da Batalha dos Guararapes,Batalha do Monte das Tabocas,Invasão Holandesa,Monte dos Guararapes,,,,,,,,,,,"CH-0381 — Batalha dos Guararapes
Classificação: Fato Histórico / Batalha
Descrição: As Batalhas dos Guararapes, travadas em 1648 e 1649 nos Montes Guararapes, foram confrontos decisivos da Insurreição Pernambucana contra o domínio holandês. Reuniram forças luso-brasileiras compostas por diferentes grupos sociais e étnicos, incluindo indígenas, negros e brancos. As vitórias fortaleceram o processo de expulsão dos holandeses e se tornaram parte da memória militar brasileira. conectam-se à Invasão Holandesa, ao Monte dos Guararapes, a Vidal de Negreiros, Henrique Dias, Felipe Camarão e Fernandes Vieira, formando um eixo central da Restauração Pernambucana.
Interconexões: Painel da Batalha dos Guararapes; Mural da Batalha dos Guararapes; Batalha do Monte das Tabocas; Invasão Holandesa; Monte dos Guararapes",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0382,Painel da Batalha dos Guararapes,Local,Monumento,São José,,"Painel da Batalha dos Guararapes é um monumento localizado em São José, no Recife/Pernambuco. Relaciona-se a Batalha dos Guararapes e Igreja da Conceição dos Militares, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Painel da Batalha dos Guararapes funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Batalha dos Guararapes,Igreja da Conceição dos Militares,,,,,,,,,,,,,,"CH-0382 — Painel da Batalha dos Guararapes
Classificação: Local / Monumento / São José
Descrição: Painel da Batalha dos Guararapes é um monumento localizado em São José, no Recife/Pernambuco. Relaciona-se a Batalha dos Guararapes e Igreja da Conceição dos Militares, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Painel da Batalha dos Guararapes funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Batalha dos Guararapes; Igreja da Conceição dos Militares",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0383,Avenida Conde da Boa Vista,Local,Logradouro,Boa Vista,,"Avenida Conde da Boa Vista é um logradouro localizado em Boa Vista, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Francisco do Rego Barros, Ponte Duarte Coelho e Rua da Aurora, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.",Francisco do Rego Barros,Ponte Duarte Coelho,Rua da Aurora,,,,,,,,,,,,,"CH-0383 — Avenida Conde da Boa Vista
Classificação: Local / Logradouro / Boa Vista
Descrição: Avenida Conde da Boa Vista é um logradouro localizado em Boa Vista, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Francisco do Rego Barros, Ponte Duarte Coelho e Rua da Aurora, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.
Interconexões: Francisco do Rego Barros; Ponte Duarte Coelho; Rua da Aurora",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0384,Praça Tiradentes,Local,Praça,Recife Antigo,,"Praça Tiradentes é uma praça localizada em Recife Antigo, no Recife/Pernambuco. Relaciona-se a Centro de Estudos e Sistemas Avançados, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Tiradentes funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Centro de Estudos e Sistemas Avançados do Recife (C.E.S.A.R),,,,,,,,,,,,,,,"CH-0384 — Praça Tiradentes
Classificação: Local / Praça / Recife Antigo
Descrição: Praça Tiradentes é uma praça localizada em Recife Antigo, no Recife/Pernambuco. Relaciona-se a Centro de Estudos e Sistemas Avançados, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Tiradentes funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Centro de Estudos e Sistemas Avançados do Recife (C.E.S.A.R)",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0385,Cemitério dos Ingleses,Local,Cemitério,Boa Vista,,"Cemitério dos Ingleses é um cemitério localizado em Boa Vista, no Recife/Pernambuco. Relaciona-se a Abreu e Lima, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Cemitério dos Ingleses funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Abreu e Lima,,,,,,,,,,,,,,,"CH-0385 — Cemitério dos Ingleses
Classificação: Local / Cemitério / Boa Vista
Descrição: Cemitério dos Ingleses é um cemitério localizado em Boa Vista, no Recife/Pernambuco. Relaciona-se a Abreu e Lima, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Cemitério dos Ingleses funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Abreu e Lima",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0386,Avenida Rosa e Silva,Local,Logradouro,Aflitos,,"Avenida Rosa e Silva é um logradouro localizado em Aflitos, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Clube Nautico Capibaribe, Clube Portugues, Hospital Centenário e Hospital da Tamarineira, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.",Clube Náutico Capibaribe,Clube Português,Hospital Centenário,Hospital da Tamarineira,,,,,,,,,,,,"CH-0386 — Avenida Rosa e Silva
Classificação: Local / Logradouro / Aflitos
Descrição: Avenida Rosa e Silva é um logradouro localizado em Aflitos, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Clube Nautico Capibaribe, Clube Portugues, Hospital Centenário e Hospital da Tamarineira, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.
Interconexões: Clube Náutico Capibaribe; Clube Português; Hospital Centenário; Hospital da Tamarineira",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0387,Luís do Rego Barros,Personagem,,,,"Luis do Rego Barros é uma figura associada à memória histórica, política, cultural ou urbana de Pernambuco. Sua trajetória se relaciona a Manuel Inácio Vieira de Melo e Convenção de Beberibe, o que indica sua relevância como elo entre biografia individual e memória pública. Seu registro ajuda a explicar como trajetórias pessoais se transformam em nomes de ruas, pontes, praças, instituições, movimentos ou referências culturais. Luis do Rego Barros funciona como registro de articulação entre personagens, fatos históricos e espaços da cidade, permitindo visualizar a história de Pernambuco como uma rede de relações.",Manuel Inácio Vieira de Melo,Convenção de Beberibe,,,,,,,,,,,,,,"CH-0387 — Luís do Rego Barros
Classificação: Personagem
Descrição: Luis do Rego Barros é uma figura associada à memória histórica, política, cultural ou urbana de Pernambuco. Sua trajetória se relaciona a Manuel Inácio Vieira de Melo e Convenção de Beberibe, o que indica sua relevância como elo entre biografia individual e memória pública. Seu registro ajuda a explicar como trajetórias pessoais se transformam em nomes de ruas, pontes, praças, instituições, movimentos ou referências culturais. Luis do Rego Barros funciona como registro de articulação entre personagens, fatos históricos e espaços da cidade, permitindo visualizar a história de Pernambuco como uma rede de relações.
Interconexões: Manuel Inácio Vieira de Melo; Convenção de Beberibe",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0388,Maracatu Cruzeiro do Forte,Local,Clube de Carnaval,Torrões,,"Maracatu Cruzeiro do Forte é um clube de carnaval localizado em Torrões, no Recife/Pernambuco. O registro se relaciona à cultura popular, à sociabilidade de bairro e às manifestações festivas que marcam a identidade de Pernambuco. aparece associado a Cruzeiro do Forte, mostrando como clubes, agremiações e espaços coletivos conectam música, carnaval, esporte, lazer e memória comunitária. Maracatu Cruzeiro do Forte ajuda a revelar a cidade como rede viva de encontros e tradições.",Cruzeiro do Forte,O Maracatu,,,,,,,,,,,,,,"CH-0388 — Maracatu Cruzeiro do Forte
Classificação: Local / Clube de Carnaval / Torrões
Descrição: Maracatu Cruzeiro do Forte é um clube de carnaval localizado em Torrões, no Recife/Pernambuco. O registro se relaciona à cultura popular, à sociabilidade de bairro e às manifestações festivas que marcam a identidade de Pernambuco. aparece associado a Cruzeiro do Forte, mostrando como clubes, agremiações e espaços coletivos conectam música, carnaval, esporte, lazer e memória comunitária. Maracatu Cruzeiro do Forte ajuda a revelar a cidade como rede viva de encontros e tradições.
Interconexões: Cruzeiro do Forte; O Maracatu",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0389,Barbosa Lima,Personagem,,,,"Alexandre José Barbosa Lima foi político, militar e jornalista pernambucano, ligado ao republicanismo e à vida pública brasileira no fim do século XIX e início do século XX. Sua memória aparece no Recife por meio da Avenida Barbosa Lima, no Recife Antigo, uma via associada ao centro histórico e às antigas áreas de circulação de bondes e comércio. conecta-se a ruas próximas, ao Marco Zero e à memória política republicana, funcionando como ponte entre personagem, logradouro e história urbana.",Avenida Barbosa Lima,,,,,,,,,,,,,,,"CH-0389 — Barbosa Lima
Classificação: Personagem
Descrição: Alexandre José Barbosa Lima foi político, militar e jornalista pernambucano, ligado ao republicanismo e à vida pública brasileira no fim do século XIX e início do século XX. Sua memória aparece no Recife por meio da Avenida Barbosa Lima, no Recife Antigo, uma via associada ao centro histórico e às antigas áreas de circulação de bondes e comércio. conecta-se a ruas próximas, ao Marco Zero e à memória política republicana, funcionando como ponte entre personagem, logradouro e história urbana.
Interconexões: Avenida Barbosa Lima",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0390,Liberato Costa Junior,Personagem,,,,"Liberato Costa Júnior foi político pernambucano com atuação ligada à vida pública do Recife e de Pernambuco. Sua trajetória se relaciona a debates administrativos, legislativos e urbanos do século XX, período em que a cidade passou por intensas transformações políticas e espaciais. o registro funciona como elo entre personagens da política local, instituições e memória urbana, ajudando a situar a presença de lideranças públicas de conexões históricas.",Domingos Ferreira,,,,,,,,,,,,,,,"CH-0390 — Liberato Costa Junior
Classificação: Personagem
Descrição: Liberato Costa Júnior foi político pernambucano com atuação ligada à vida pública do Recife e de Pernambuco. Sua trajetória se relaciona a debates administrativos, legislativos e urbanos do século XX, período em que a cidade passou por intensas transformações políticas e espaciais. o registro funciona como elo entre personagens da política local, instituições e memória urbana, ajudando a situar a presença de lideranças públicas de conexões históricas.
Interconexões: Domingos Ferreira",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0391,Paço Alfândega,Local,Sítio Histórico,Recife Antigo,,"Paço Alfandega é um sitio histórico localizado em Recife Antigo, no Recife/Pernambuco. Relaciona-se a Avenida da Madre de Deus, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Paço Alfandega funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Avenida da Madre de Deus,Cais da Alfândega,Ponte Giratória,Rua da Moeda,,,,,,,,,,,,"CH-0391 — Paço Alfândega
Classificação: Local / Sítio Histórico / Recife Antigo
Descrição: Paço Alfandega é um sitio histórico localizado em Recife Antigo, no Recife/Pernambuco. Relaciona-se a Avenida da Madre de Deus, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Paço Alfandega funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Avenida da Madre de Deus; Cais da Alfândega; Ponte Giratória; Rua da Moeda",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0392,Avenida Manoel Borba,Local,Logradouro,Boa Vista,,"Avenida Manoel Borba é um logradouro localizado em Boa Vista, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Manoel Borba, Praça Maciel Pinheiro, Hotel Central e Praça Chora Menino, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.",Manoel Borba,Praça Maciel Pinheiro,Hotel Central,Praça Chora Menino,,,,,,,,,,,,"CH-0392 — Avenida Manoel Borba
Classificação: Local / Logradouro / Boa Vista
Descrição: Avenida Manoel Borba é um logradouro localizado em Boa Vista, no Recife/Pernambuco. Como via urbana, ajuda a compreender a circulação, a ocupação dos bairros e a permanência de homenagens na paisagem da cidade. aparece associado a Manoel Borba, Praça Maciel Pinheiro, Hotel Central e Praça Chora Menino, indicando sua função como ponto de ligação entre território, memória e vida cotidiana. o registro permite observar como nomes de ruas e avenidas conectam personagens, instituições, eventos e transformações do Recife ao longo do tempo.
Interconexões: Manoel Borba; Praça Maciel Pinheiro; Hotel Central; Praça Chora Menino",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0393,Praça Maciel Pinheiro,Local,Praça,Boa Vista,,"Praça Maciel Pinheiro é uma praça localizada em Boa Vista, no Recife/Pernambuco. Relaciona-se a Avenida Manoel Borba, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Maciel Pinheiro funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Avenida Manoel Borba,,,,,,,,,,,,,,,"CH-0393 — Praça Maciel Pinheiro
Classificação: Local / Praça / Boa Vista
Descrição: Praça Maciel Pinheiro é uma praça localizada em Boa Vista, no Recife/Pernambuco. Relaciona-se a Avenida Manoel Borba, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Maciel Pinheiro funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Avenida Manoel Borba",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
